ID,Name,Sex,Age,Height,Weight,IMC,Team,NOC,Year,Season,City,Sport,Event,Medal
2483,Rumen Aleksandrov,M,20,176,89.0,28.73,Bulgaria,BUL,1980,Summer,Moskva,Weightlifting,Middle-Heavyweight,Silver
2497,Artur Aleksanyan,M,24,190,98.0,27.15,Armenia,ARM,2016,Summer,Rio de Janeiro,Wrestling,"Heavyweight, Greco-Roman",Gold
2497,Artur Aleksanyan,M,20,190,98.0,27.15,Armenia,ARM,2012,Summer,London,Wrestling,"Heavyweight, Greco-Roman",Bronze
2511,Vasily Ivanovich Alekseyev,M,30,185,160.0,46.75,Soviet Union,URS,1972,Summer,Munich,Weightlifting,Super-Heavyweight,Gold
2511,Vasily Ivanovich Alekseyev,M,34,185,160.0,46.75,Soviet Union,URS,1976,Summer,Montreal,Weightlifting,Super-Heavyweight,Gold
2513,Galina Aleksandrovna Alekseyeva,F,17,157,50.0,20.28,Soviet Union,URS,1964,Summer,Tokyo,Diving,Platform,Bronze
2589,Marc Robert Alexandre,M,24,170,73.0,25.26,France,FRA,1984,Summer,Los Angeles,Judo,Half-Lightweight,Bronze
2589,Marc Robert Alexandre,M,28,170,73.0,25.26,France,FRA,1988,Summer,Seoul,Judo,Lightweight,Gold
2597,Constantin Alexandru,M,26,157,52.0,21.1,Romania,ROU,1980,Summer,Moskva,Wrestling,"Light-Flyweight, Greco-Roman",Silver
2599,Ion Alexe,M,26,189,81.0,22.68,Romania,ROU,1972,Summer,Munich,Boxing,Heavyweight,Silver
2607,Vladimir Petrovich Aleynik,M,23,184,74.0,21.86,Soviet Union,URS,1976,Summer,Montreal,Diving,Platform,Bronze
2607,Vladimir Petrovich Aleynik,M,27,184,74.0,21.86,Soviet Union,URS,1980,Summer,Moskva,Diving,Platform,Silver
2608,Yevgeny Vasilyevich Aleynikov,M,33,181,88.0,26.86,Russia,RUS,2000,Summer,Sydney,Shooting,"Air Rifle, 10 metres",Bronze
2610,Abdoul Razak Issoufou Alfaga,M,21,207,90.0,21.0,Niger,NIG,2016,Summer,Rio de Janeiro,Taekwondo,Heavyweight,Silver
2619,Lidiya Nikolayevna Alfeyeva,F,30,170,62.0,21.45,Soviet Union,URS,1976,Summer,Montreal,Athletics,Long Jump,Bronze
2695,Nia Sifaatihii Ali,F,27,170,65.0,22.49,United States,USA,2016,Summer,Rio de Janeiro,Athletics,100 metres Hurdles,Silver
2722,Rahim Aliabadi,M,29,158,48.0,19.23,Iran,IRI,1972,Summer,Munich,Wrestling,"Light-Flyweight, Greco-Roman",Silver
2735,Sergey Gennadyevich Alifirenko,M,41,168,72.0,25.51,Russia,RUS,2000,Summer,Sydney,Shooting,"Rapid-Fire Pistol, 25 metres",Gold
2735,Sergey Gennadyevich Alifirenko,M,45,168,72.0,25.51,Russia,RUS,2004,Summer,Athina,Shooting,"Rapid-Fire Pistol, 25 metres",Bronze
2755,Aleksey Aleksandrovich Alipov,M,29,175,80.0,26.12,Russia,RUS,2004,Summer,Athina,Shooting,Trap,Gold
2755,Aleksey Aleksandrovich Alipov,M,32,175,80.0,26.12,Russia,RUS,2008,Summer,Beijing,Shooting,Trap,Bronze
2769,Kimia Alizadeh Zenoorin,F,18,185,57.0,16.65,Iran,IRI,2016,Summer,Rio de Janeiro,Taekwondo,Featherweight,Bronze
2794,Mohamed Allalou,M,26,174,63.0,20.81,Algeria,ALG,2000,Summer,Sydney,Boxing,Light-Welterweight,Bronze
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34,163,53.0,19.95,Austria,AUT,2004,Summer,Athina,Triathlon,Olympic Distance,Gold
2877,"Katherine Fiona ""Kate"" Allenby",F,26,177,72.0,22.98,Great Britain,GBR,2000,Summer,Sydney,Modern Pentathlon,Individual,Bronze
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23,164,52.0,19.33,Russia,RUS,2012,Summer,London,Boxing,Flyweight,Bronze
3055,Glory Alozie Oluchi,F,22,155,51.0,21.23,Nigeria,NGR,2000,Summer,Sydney,Athletics,100 metres Hurdles,Silver
3070,Malin Therse Alshammar,F,23,180,64.0,19.75,Sweden,SWE,2000,Summer,Sydney,Swimming,50 metres Freestyle,Silver
3070,Malin Therse Alshammar,F,23,180,64.0,19.75,Sweden,SWE,2000,Summer,Sydney,Swimming,100 metres Freestyle,Silver
3174,Lzaro Jorge lvarez Estrada,M,21,173,60.0,20.05,Cuba,CUB,2012,Summer,London,Boxing,Bantamweight,Bronze
3174,Lzaro Jorge lvarez Estrada,M,25,173,60.0,20.05,Cuba,CUB,2016,Summer,Rio de Janeiro,Boxing,Lightweight,Bronze
3206,Yuri Alvear Orjuela,F,26,176,70.0,22.6,Colombia,COL,2012,Summer,London,Judo,Middleweight,Bronze
3206,Yuri Alvear Orjuela,F,30,176,70.0,22.6,Colombia,COL,2016,Summer,Rio de Janeiro,Judo,Middleweight,Silver
3240,Mohamed Aly Reda,M,29,190,91.0,25.21,Egypt,EGY,2004,Summer,Athina,Boxing,Super-Heavyweight,Silver
3281,Simona Amnar (-Tabr),F,16,158,44.0,17.63,Romania,ROU,1996,Summer,Atlanta,Gymnastics,Individual All-Around,Bronze
3281,Simona Amnar (-Tabr),F,20,158,44.0,17.63,Romania,ROU,2000,Summer,Sydney,Gymnastics,Floor Exercise,Bronze
3281,Simona Amnar (-Tabr),F,20,158,44.0,17.63,Romania,ROU,2000,Summer,Sydney,Gymnastics,Individual All-Around,Gold
3281,Simona Amnar (-Tabr),F,16,158,44.0,17.63,Romania,ROU,1996,Summer,Atlanta,Gymnastics,Horse Vault,Gold
3281,Simona Amnar (-Tabr),F,16,158,44.0,17.63,Romania,ROU,1996,Summer,Atlanta,Gymnastics,Floor Exercise,Silver
3317,Prince Amartey,M,28,177,75.0,23.94,Ghana,GHA,1972,Summer,Munich,Boxing,Middleweight,Bronze
3321,Jean-Pierre Bernard Andr Amat,M,34,175,74.0,24.16,France,FRA,1996,Summer,Atlanta,Shooting,"Air Rifle, 10 metres",Bronze
3329,Serena Bibiana Amato,F,26,170,63.0,21.8,Argentina,ARG,2000,Summer,Sydney,Sailing,One Person Dinghy,Bronze
3494,"Judith Florence ""Judy"" Amoore-Pollock",F,24,163,55.0,20.7,Australia,AUS,1964,Summer,Tokyo,Athletics,400 metres,Bronze
3512,Nijel Carlos Amilfitano Amos,M,18,179,60.0,18.73,Botswana,BOT,2012,Summer,London,Athletics,800 metres,Silver
3519,Roman Amoyan,M,24,158,55.0,22.03,Armenia,ARM,2008,Summer,Beijing,Wrestling,"Featherweight, Greco-Roman",Bronze
3537,Marwa Al-Amri,F,27,160,58.0,22.66,Tunisia,TUN,2016,Summer,Rio de Janeiro,Wrestling,"Lightweight, Freestyle",Bronze
3566,An Ba-Ul,M,22,169,66.0,23.11,South Korea,KOR,2016,Summer,Rio de Janeiro,Judo,Half-Lightweight,Silver
3567,An Byeong-Geun,M,22,172,78.0,26.37,South Korea,KOR,1984,Summer,Los Angeles,Judo,Lightweight,Gold
3574,An Dae-Hyeon,M,25,166,67.0,24.31,South Korea,KOR,1988,Summer,Seoul,Wrestling,"Featherweight, Greco-Roman",Bronze
3581,An Han-Bong,M,23,163,62.0,23.34,South Korea,KOR,1992,Summer,Barcelona,Wrestling,"Bantamweight, Greco-Roman",Gold
3593,An Kum-Ae,F,28,160,52.0,20.31,North Korea,PRK,2008,Summer,Beijing,Judo,Half-Lightweight,Silver
3593,An Kum-Ae,F,32,160,52.0,20.31,North Korea,PRK,2012,Summer,London,Judo,Half-Lightweight,Gold
3608,An Yeong-Su,M,20,174,70.0,23.12,South Korea,KOR,1984,Summer,Los Angeles,Boxing,Welterweight,Silver
3672,milie Andol,F,28,170,97.0,33.56,France,FRA,2016,Summer,Rio de Janeiro,Judo,Heavyweight,Gold
3760,Linda Widwey Andersen (-Cerup-Simonsen),F,23,169,64.0,22.41,Norway,NOR,1992,Summer,Barcelona,Sailing,One Person Dinghy,Gold
3788,Grete Andersen-Waitz,F,30,172,53.0,17.92,Norway,NOR,1984,Summer,Los Angeles,Athletics,Marathon,Silver
3816,Gary John Anderson,M,24,181,75.0,22.89,New Zealand,NZL,1992,Summer,Barcelona,Cycling,"Individual Pursuit, 4,000 metres",Bronze
3820,Haley Danita Anderson,F,20,178,68.0,21.46,United States,USA,2012,Summer,London,Swimming,10 kilometres Open Water,Silver
3854,Paul Edward Anderson,M,24,178,141.0,44.5,United States,USA,1956,Summer,Melbourne,Weightlifting,Heavyweight,Gold
3880,Agneta Monica Andersson,F,23,172,68.0,22.99,Sweden,SWE,1984,Summer,Los Angeles,Canoeing,"Kayak Singles, 500 metres",Gold
3914,Frank ivind Stefan Andersson,M,28,186,93.0,26.88,Sweden,SWE,1984,Summer,Los Angeles,Wrestling,"Light-Heavyweight, Greco-Roman",Bronze
4007,Soslan Petrovich Andiyev,M,24,194,125.0,33.21,Soviet Union,URS,1976,Summer,Montreal,Wrestling,"Super-Heavyweight, Freestyle",Gold
4007,Soslan Petrovich Andiyev,M,28,194,125.0,33.21,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Super-Heavyweight, Freestyle",Gold
4013,Kenkichi Ando,M,26,154,59.0,24.88,Japan,JPN,1976,Summer,Montreal,Weightlifting,Bantamweight,Bronze
4083,Larry Edwin Andreasen,M,18,163,61.0,22.96,United States,USA,1964,Summer,Tokyo,Diving,Springboard,Bronze
4094,Alessandro Andrei,M,25,191,118.0,32.35,Italy,ITA,1984,Summer,Los Angeles,Athletics,Shot Put,Gold
4100,Vasile Andrei,M,24,190,101.0,27.98,Romania,ROU,1980,Summer,Moskva,Wrestling,"Heavyweight, Greco-Roman",Bronze
4100,Vasile Andrei,M,29,190,101.0,27.98,Romania,ROU,1984,Summer,Los Angeles,Wrestling,"Heavyweight, Greco-Roman",Gold
4145,"Janice ""Jan"" Andrew (-Thornett)",F,16,162,54.0,20.58,Australia,AUS,1960,Summer,Roma,Swimming,100 metres Butterfly,Bronze
4165,Theresa Andrews,F,21,167,62.0,22.23,United States,USA,1984,Summer,Los Angeles,Swimming,100 metres Backstroke,Gold
4179,Vladimir Vasilyevich Andreyev,M,34,170,58.0,20.07,Russia,RUS,2000,Summer,Sydney,Athletics,20 kilometres Walk,Bronze
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Floor Exercise,Gold
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Individual All-Around,Gold
4198,Nikolay Yefimovich Andrianov,M,19,166,60.0,21.77,Soviet Union,URS,1972,Summer,Munich,Gymnastics,Horse Vault,Bronze
4198,Nikolay Yefimovich Andrianov,M,27,166,60.0,21.77,Soviet Union,URS,1980,Summer,Moskva,Gymnastics,Horizontal Bar,Bronze
4198,Nikolay Yefimovich Andrianov,M,27,166,60.0,21.77,Soviet Union,URS,1980,Summer,Moskva,Gymnastics,Floor Exercise,Silver
4198,Nikolay Yefimovich Andrianov,M,27,166,60.0,21.77,Soviet Union,URS,1980,Summer,Moskva,Gymnastics,Individual All-Around,Silver
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Pommelled Horse,Bronze
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Rings,Gold
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Parallel Bars,Silver
4198,Nikolay Yefimovich Andrianov,M,23,166,60.0,21.77,Soviet Union,URS,1976,Summer,Montreal,Gymnastics,Horse Vault,Gold
4198,Nikolay Yefimovich Andrianov,M,27,166,60.0,21.77,Soviet Union,URS,1980,Summer,Moskva,Gymnastics,Horse Vault,Gold
4198,Nikolay Yefimovich Andrianov,M,19,166,60.0,21.77,Soviet Union,URS,1972,Summer,Munich,Gymnastics,Floor Exercise,Gold
4211,Valeriy Oleksandrovych Andriitsev,M,25,181,97.0,29.61,Ukraine,UKR,2012,Summer,London,Wrestling,"Heavyweight, Freestyle",Silver
4297,Angel Angelov,M,24,170,63.0,21.8,Bulgaria,BUL,1972,Summer,Munich,Boxing,Light-Welterweight,Silver
4304,Stefan Georgiev Angelov,M,25,152,48.0,20.78,Bulgaria,BUL,1972,Summer,Munich,Wrestling,"Light-Flyweight, Greco-Roman",Bronze
4304,Stefan Georgiev Angelov,M,29,152,48.0,20.78,Bulgaria,BUL,1976,Summer,Montreal,Wrestling,"Light-Flyweight, Greco-Roman",Bronze
4340,Kurt Steven Angle,M,27,178,100.0,31.56,United States,USA,1996,Summer,Atlanta,Wrestling,"Heavyweight, Freestyle",Gold
4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26,172,65.0,21.97,Soviet Union,URS,1976,Summer,Montreal,Athletics,100 metres Hurdles,Silver
4400,Hannelore Anke (-Hofmann),F,18,160,52.0,20.31,East Germany,GDR,1976,Summer,Montreal,Swimming,100 metres Breaststroke,Gold
4435,Noriko Anno,F,28,162,76.0,28.96,Japan,JPN,2004,Summer,Athina,Judo,Half-Heavyweight,Gold
4447,Roman Sergeyevich Anoshkin,M,28,192,95.0,25.77,Russia,RUS,2016,Summer,Rio de Janeiro,Canoeing,"Kayak Singles, 1,000 metres",Bronze
4449,Sajjad Anoushiravani Hamlabad,M,28,192,105.0,28.48,Iran,IRI,2012,Summer,London,Weightlifting,Super-Heavyweight,Silver
4462,Michel Ansermet,M,35,178,72.0,22.72,Switzerland,SUI,2000,Summer,Sydney,Shooting,"Rapid-Fire Pistol, 25 metres",Silver
4487,Mrta Antal-Rudas,F,27,164,66.0,24.54,Hungary,HUN,1964,Summer,Tokyo,Athletics,Javelin Throw,Silver
4512,Michael Anthony Parris,M,22,173,54.0,18.04,Guyana,GUY,1980,Summer,Moskva,Boxing,Bantamweight,Bronze
